ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
10,Delray Beach,Delray Beach Open,2/16/2026,ATP250,Outdoor,Hard,1st Round,3,Giron M.,Shimabukuro S.,64,135,855,466,6,3,7,5,,,,,,,2,0,Completed,1.4,3,,,1.43,3,1.4,2.86,1.44,3.2
10,Delray Beach,Delray Beach Open,2/17/2026,ATP250,Outdoor,Hard,1st Round,3,Tiafoe F.,Hijikata R.,28,113,1550,546,6,4,6,4,,,,,,,2,0,Completed,1.3,3.5,,,1.3,4,1.28,3.56,1.29,4.3
10,Delray Beach,Delray Beach Open,2/17/2026,ATP250,Outdoor,Hard,1st Round,3,Svajda Z.,Kovacevic A.,106,75,563,746,7,6,6,3,,,,,,,2,0,Completed,1.5,2.63,,,1.57,2.75,1.49,2.57,1.57,2.7
10,Delray Beach,Delray Beach Open,2/17/2026,ATP250,Outdoor,Hard,1st Round,3,Korda S.,McDonald M.,50,116,1020,535,6,4,7,5,,,,,,,2,0,Completed,1.2,4.5,,,1.23,4.5,1.2,4.3,1.24,4.8
10,Delray Beach,Delray Beach Open,2/17/2026,ATP250,Outdoor,Hard,1st Round,3,Nakashima B.,Cilic M.,29,43,1535,1090,7,6,7,6,,,,,,,2,0,Completed,1.62,2.3,,,1.63,2.3,1.6,2.26,1.7,2.4
10,Delray Beach,Delray Beach Open,2/17/2026,ATP250,Outdoor,Hard,1st Round,3,Jodar R.,Quinn E.,118,70,523,776,6,2,6,3,,,,,,,2,0,Completed,2,1.8,,,2,1.91,1.95,1.81,2.02,1.97
10,Delray Beach,Delray Beach Open,2/17/2026,ATP250,Outdoor,Hard,1st Round,3,Walton A.,Diallo G.,93,39,643,1175,7,6,6,3,,,,,,,2,0,Completed,3.2,1.36,,,3.2,1.4,3.05,1.36,3.4,1.4
10,Delray Beach,Delray Beach Open,2/17/2026,ATP250,Outdoor,Hard,1st Round,3,Kecmanovic M.,Bellucci M.,83,109,670,553,6,1,6,4,,,,,,,2,0,Completed,1.44,2.75,,,1.5,2.88,1.45,2.69,1.51,2.94
10,Delray Beach,Delray Beach Open,2/18/2026,ATP250,Outdoor,Hard,1st Round,3,Paul T.,Moutet C.,24,34,1700,1383,4,6,6,3,6,4,,,,,2,1,Completed,1.25,4,,,1.29,4.1,1.25,3.82,1.28,4.4
10,Delray Beach,Delray Beach Open,2/18/2026,ATP250,Outdoor,Hard,2nd Round,3,Cobolli F.,Atmane T.,20,66,1955,833,7,5,6,4,,,,,,,2,0,Completed,1.73,2.1,,,1.75,2.13,1.73,2.08,1.87,2.12
10,Delray Beach,Delray Beach Open,2/18/2026,ATP250,Outdoor,Hard,2nd Round,3,Wong C.,Nakashima B.,137,29,458,1535,6,4,7,6,,,,,,,2,0,Completed,3.2,1.36,,,3.25,1.37,3.15,1.35,3.5,1.39
10,Delray Beach,Delray Beach Open,2/18/2026,ATP250,Outdoor,Hard,2nd Round,3,Korda S.,Michelsen A.,50,41,1020,1110,6,3,7,6,,,,,,,2,0,Completed,1.62,2.3,,,1.67,2.3,1.62,2.25,1.71,2.38
10,Delray Beach,Delray Beach Open,2/19/2026,ATP250,Outdoor,Hard,2nd Round,3,Ruud C.,Giron M.,13,64,2625,855,4,6,7,6,6,4,,,,,2,1,Completed,1.44,2.75,,,1.53,2.75,1.47,2.6,1.5,2.92
10,Delray Beach,Delray Beach Open,2/19/2026,ATP250,Outdoor,Hard,2nd Round,3,Tien L.,Kecmanovic M.,23,83,1710,670,6,4,6,7,7,6,,,,,2,1,Completed,1.44,2.75,,,1.45,2.8,1.44,2.73,1.5,2.96
10,Delray Beach,Delray Beach Open,2/19/2026,ATP250,Outdoor,Hard,2nd Round,3,Tiafoe F.,Svajda Z.,28,106,1550,563,6,4,3,6,7,5,,,,,2,1,Completed,1.44,2.75,,,1.53,2.75,1.48,2.59,1.51,2.88
10,Delray Beach,Delray Beach Open,2/19/2026,ATP250,Outdoor,Hard,2nd Round,3,Paul T.,Walton A.,24,93,1700,643,7,6,6,3,,,,,,,2,0,Completed,1.08,8,,,1.1,8,1.09,7.13,1.1,10.5
10,Delray Beach,Delray Beach Open,2/20/2026,ATP250,Outdoor,Hard,2nd Round,3,Fritz T.,Jodar R.,8,118,4220,523,7,6,6,4,,,,,,,2,0,Completed,1.25,4,,,1.3,4,1.27,3.67,1.3,4.1
10,Delray Beach,Delray Beach Open,2/20/2026,ATP250,Outdoor,Hard,Quarterfinals,3,Cobolli F.,Wong C.,20,137,1955,458,7,5,6,7,6,2,,,,,2,1,Completed,1.91,1.91,,,2,1.91,1.9,1.86,2.08,1.91
10,Delray Beach,Delray Beach Open,2/20/2026,ATP250,Outdoor,Hard,Quarterfinals,3,Korda S.,Ruud C.,50,13,1020,2625,4,6,6,2,6,2,,,,,2,1,Completed,1.8,2,,,1.94,2.05,1.8,1.97,1.91,2.06
10,Delray Beach,Delray Beach Open,2/20/2026,ATP250,Outdoor,Hard,Quarterfinals,3,Tien L.,Tiafoe F.,23,28,1710,1550,7,6,3,6,7,5,,,,,2,1,Completed,1.53,2.5,,,1.55,2.5,1.53,2.45,1.61,2.62
10,Delray Beach,Delray Beach Open,2/21/2026,ATP250,Outdoor,Hard,Quarterfinals,3,Paul T.,Fritz T.,24,8,1700,4220,6,4,6,3,,,,,,,2,0,Completed,2.2,1.67,,,2.25,1.7,2.19,1.65,2.42,1.68
10,Delray Beach,Delray Beach Open,2/21/2026,ATP250,Outdoor,Hard,Semifinals,3,Korda S.,Cobolli F.,50,20,1020,1955,7,6,6,1,,,,,,,2,0,Completed,1.4,3,,,1.4,3.4,1.36,3.12,1.4,3.4
10,Delray Beach,Delray Beach Open,2/22/2026,ATP250,Outdoor,Hard,Semifinals,3,Paul T.,Tien L.,24,23,1700,1710,4,6,6,4,6,3,,,,,2,1,Completed,1.53,2.5,,,1.63,2.5,1.55,2.4,1.64,2.56
10,Delray Beach,Delray Beach Open,2/22/2026,ATP250,Outdoor,Hard,The Final,3,Korda S.,Paul T.,50,24,1020,1700,6,4,6,3,,,,,,,2,0,Completed,2,1.8,,,2.07,1.8,2.01,1.77,2.14,1.86
11,Doha,Qatar Exxon Mobil Open,2/16/2026,ATP500,Outdoor,Hard,1st Round,3,Popyrin A.,Zayid M.S.,53,N/A,1000,N/A,6,0,6,2,,,,,,,2,0,Completed,1,34,,,1.02,34,1.01,25.22,1.01,50
11,Doha,Qatar Exxon Mobil Open,2/16/2026,ATP500,Outdoor,Hard,1st Round,3,Royer V.,Herbert P.,60,190,897,313,6,0,6,3,,,,,,,2,0,Completed,1.5,2.63,,,1.5,2.65,1.48,2.58,1.54,2.84
11,Doha,Qatar Exxon Mobil Open,2/16/2026,ATP500,Outdoor,Hard,1st Round,3,Mensik J.,Choinski J.,16,124,2425,498,6,7,6,2,6,4,,,,,2,1,Completed,1.14,5.5,,,1.2,5.5,1.15,5.12,1.17,6.4
11,Doha,Qatar Exxon Mobil Open,2/16/2026,ATP500,Outdoor,Hard,1st Round,3,Fils A.,Majchrzak K.,40,56,1110,920,6,7,6,3,6,4,,,,,2,1,Completed,1.4,3,,,1.43,3,1.39,2.91,1.44,3.2
11,Doha,Qatar Exxon Mobil Open,2/16/2026,ATP500,Outdoor,Hard,1st Round,3,Sinner J.,Machac T.,2,31,10300,1510,6,1,6,4,,,,,,,2,0,Completed,1.05,11,,,1.06,11,1.05,9.68,1.07,13.5
11,Doha,Qatar Exxon Mobil Open,2/16/2026,ATP500,Outdoor,Hard,1st Round,3,Medvedev D.,Shang J.,11,261,3010,205,6,4,6,2,,,,,,,2,0,Completed,1.25,4,,,1.28,4,1.25,3.81,1.26,4.7
11,Doha,Qatar Exxon Mobil Open,2/17/2026,ATP500,Outdoor,Hard,1st Round,3,Tsitsipas S.,Echargui M.,33,139,1485,449,6,4,6,4,,,,,,,2,0,Completed,1.1,7,,,1.11,8,1.09,6.87,1.12,8.8
11,Doha,Qatar Exxon Mobil Open,2/17/2026,ATP500,Outdoor,Hard,1st Round,3,Halys Q.,Carreno Busta P.,72,123,762,504,4,6,7,5,6,3,,,,,2,1,Completed,1.8,2,,,1.81,2.15,1.76,2.03,,
11,Doha,Qatar Exxon Mobil Open,2/17/2026,ATP500,Outdoor,Hard,1st Round,3,Fucsovics M.,Habib H.,61,334,891,143,6,3,6,3,,,,,,,2,0,Completed,1.17,5,,,1.17,5.5,1.16,4.98,1.19,5.9
11,Doha,Qatar Exxon Mobil Open,2/17/2026,ATP500,Outdoor,Hard,1st Round,3,Lehecka J.,Brooksby J.,22,47,1860,1042,6,3,6,3,,,,,,,2,0,Completed,1.5,2.63,,,1.5,2.63,1.49,2.56,1.55,2.76
11,Doha,Qatar Exxon Mobil Open,2/17/2026,ATP500,Outdoor,Hard,1st Round,3,Khachanov K.,Mochizuki S.,17,117,2360,525,6,1,3,6,6,4,,,,,2,1,Completed,1.13,6,,,1.13,6.5,1.12,5.92,1.16,6.8
11,Doha,Qatar Exxon Mobil Open,2/17/2026,ATP500,Outdoor,Hard,1st Round,3,Zhang Zh.,Carballes Baena R.,319,175,155,350,6,4,6,4,,,,,,,2,0,Completed,1.73,2.1,,,1.87,2.14,1.75,2.05,1.84,2.16
11,Doha,Qatar Exxon Mobil Open,2/17/2026,ATP500,Outdoor,Hard,1st Round,3,Marozsan F.,Humbert U.,48,36,1040,1285,6,3,6,1,,,,,,,2,0,Completed,2.38,1.57,,,2.38,1.65,2.26,1.62,2.34,1.72
11,Doha,Qatar Exxon Mobil Open,2/17/2026,ATP500,Outdoor,Hard,1st Round,3,Bergs Z.,Mpetshi G.,44,58,1080,905,6,3,6,7,6,4,,,,,2,1,Completed,1.53,2.5,,,1.6,2.5,1.56,2.38,1.6,2.62
11,Doha,Qatar Exxon Mobil Open,2/17/2026,ATP500,Outdoor,Hard,1st Round,3,Alcaraz C.,Rinderknech A.,1,30,13150,1530,6,4,7,6,,,,,,,2,0,Completed,1.02,19,,,1.03,19,1.02,14.41,1.04,24
11,Doha,Qatar Exxon Mobil Open,2/17/2026,ATP500,Outdoor,Hard,1st Round,3,Rublev A.,De Jong J.,14,86,2510,665,6,4,6,3,,,,,,,2,0,Completed,1.14,5.5,,,1.16,7,1.14,5.55,1.18,6.2
11,Doha,Qatar Exxon Mobil Open,2/18/2026,ATP500,Outdoor,Hard,2nd Round,3,Khachanov K.,Fucsovics M.,17,61,2360,891,6,2,4,6,6,4,,,,,2,1,Completed,1.4,3,,,1.44,3,1.41,2.84,1.49,3
11,Doha,Qatar Exxon Mobil Open,2/18/2026,ATP500,Outdoor,Hard,2nd Round,3,Fils A.,Halys Q.,40,72,1110,762,6,1,7,6,,,,,,,2,0,Completed,1.33,3.4,,,1.36,3.4,1.33,3.21,1.38,3.55
11,Doha,Qatar Exxon Mobil Open,2/18/2026,ATP500,Outdoor,Hard,2nd Round,3,Lehecka J.,Bergs Z.,22,44,1860,1080,6,2,6,1,,,,,,,2,0,Completed,1.44,2.75,,,1.47,2.75,1.45,2.7,1.52,2.88
11,Doha,Qatar Exxon Mobil Open,2/18/2026,ATP500,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Medvedev D.,33,11,1485,3010,6,3,6,4,,,,,,,2,0,Completed,3.5,1.3,,,3.6,1.33,3.33,1.32,3.5,1.39
11,Doha,Qatar Exxon Mobil Open,2/18/2026,ATP500,Outdoor,Hard,2nd Round,3,Rublev A.,Marozsan F.,14,48,2510,1040,6,2,6,4,,,,,,,2,0,Completed,1.57,2.38,,,1.6,2.4,1.56,2.35,1.66,2.48
11,Doha,Qatar Exxon Mobil Open,2/18/2026,ATP500,Outdoor,Hard,2nd Round,3,Mensik J.,Zhang Zh.,16,319,2425,155,6,3,6,2,,,,,,,2,0,Completed,1.36,3.2,,,1.38,3.2,1.36,3.05,1.42,3.3
11,Doha,Qatar Exxon Mobil Open,2/18/2026,ATP500,Outdoor,Hard,2nd Round,3,Sinner J.,Popyrin A.,2,53,10300,1000,6,3,7,5,,,,,,,2,0,Completed,1.03,15,,,1.03,19,1.02,15.19,1.03,32
11,Doha,Qatar Exxon Mobil Open,2/18/2026,ATP500,Outdoor,Hard,2nd Round,3,Alcaraz C.,Royer V.,1,60,13150,897,6,2,7,5,,,,,,,2,0,Completed,1.02,17,,,1.03,17,1.02,12.77,1.04,23
11,Doha,Qatar Exxon Mobil Open,2/19/2026,ATP500,Outdoor,Hard,Quarterfinals,3,Rublev A.,Tsitsipas S.,14,33,2510,1485,6,3,7,6,,,,,,,2,0,Completed,1.62,2.3,,,1.71,2.3,1.66,2.2,1.71,2.4
11,Doha,Qatar Exxon Mobil Open,2/19/2026,ATP500,Outdoor,Hard,Quarterfinals,3,Fils A.,Lehecka J.,40,22,1110,1860,6,3,6,3,,,,,,,2,0,Completed,2.38,1.57,,,2.38,1.67,2.28,1.6,2.46,1.67
11,Doha,Qatar Exxon Mobil Open,2/19/2026,ATP500,Outdoor,Hard,Quarterfinals,3,Alcaraz C.,Khachanov K.,1,17,13150,2360,6,7,6,4,6,3,,,,,2,1,Completed,1.07,9,,,1.09,10,1.07,7.96,1.09,11.5
11,Doha,Qatar Exxon Mobil Open,2/19/2026,ATP500,Outdoor,Hard,Quarterfinals,3,Mensik J.,Sinner J.,16,2,2425,10300,7,6,2,6,6,3,,,,,2,1,Completed,9,1.07,,,10,1.07,8.5,1.06,11,1.09
11,Doha,Qatar Exxon Mobil Open,2/20/2026,ATP500,Outdoor,Hard,Semifinals,3,Alcaraz C.,Rublev A.,1,14,13150,2510,7,6,6,4,,,,,,,2,0,Completed,1.14,5.5,,,1.15,5.8,1.14,5.47,1.18,6.2
11,Doha,Qatar Exxon Mobil Open,2/20/2026,ATP500,Outdoor,Hard,Semifinals,3,Fils A.,Mensik J.,40,16,1110,2425,6,4,7,6,,,,,,,2,0,Completed,2.3,1.62,,,2.38,1.9,2.26,1.62,2.4,1.69
11,Doha,Qatar Exxon Mobil Open,2/21/2026,ATP500,Outdoor,Hard,The Final,3,Alcaraz C.,Fils A.,1,40,13150,1110,6,2,6,1,,,,,,,2,0,Completed,1.11,6.5,,,1.13,7,1.11,6.25,1.15,7
12,Rio de Janeiro,Rio Open,2/16/2026,ATP500,Outdoor,Clay,1st Round,3,Tirante T.A.,Garin C.,92,89,647,656,7,5,6,3,,,,,,,2,0,Completed,2,1.8,,,2,1.9,1.94,1.82,2.1,1.9
12,Rio de Janeiro,Rio Open,2/16/2026,ATP500,Outdoor,Clay,1st Round,3,Lajovic D.,Altmaier D.,129,54,485,961,6,4,7,6,,,,,,,2,0,Completed,2.1,1.73,,,2.11,1.77,2.08,1.71,2.26,1.79
12,Rio de Janeiro,Rio Open,2/16/2026,ATP500,Outdoor,Clay,1st Round,3,Tabilo A.,Nava E.,68,76,808,710,6,3,6,3,,,,,,,2,0,Completed,1.44,2.75,,,1.48,3.25,1.44,2.76,1.56,2.78
12,Rio de Janeiro,Rio Open,2/16/2026,ATP500,Outdoor,Clay,1st Round,3,Kopriva V.,Heide G.,87,258,660,207,6,2,7,6,,,,,,,2,0,Completed,1.67,2.2,,,1.72,2.2,1.67,2.15,1.71,2.36
12,Rio de Janeiro,Rio Open,2/16/2026,ATP500,Outdoor,Clay,1st Round,3,Buse I.,Marcondes I.,91,348,648,138,4,6,7,5,6,4,,,,,2,1,Completed,1.4,3,,,1.45,3,1.41,2.8,1.43,3.2
12,Rio de Janeiro,Rio Open,2/17/2026,ATP500,Outdoor,Clay,1st Round,3,Hanfmann Y.,Reis Da Silva J.,90,207,653,291,7,6,6,4,,,,,,,2,0,Completed,1.29,3.75,,,1.3,4,1.28,3.6,1.28,4.4
12,Rio de Janeiro,Rio Open,2/17/2026,ATP500,Outdoor,Clay,1st Round,3,Burruchaga R.,Ugo Carabelli C.,102,46,580,1068,6,3,6,4,,,,,,,2,0,Completed,2.2,1.67,,,2.4,1.8,2.13,1.69,2.2,1.81
12,Rio de Janeiro,Rio Open,2/17/2026,ATP500,Outdoor,Clay,1st Round,3,Passaro F.,Prizmic D.,163,122,376,507,6,3,6,4,,,,,,,2,0,Completed,2.75,1.44,,,2.9,1.5,2.75,1.43,2.92,1.52
12,Rio de Janeiro,Rio Open,2/17/2026,ATP500,Outdoor,Clay,1st Round,3,Etcheverry T.,Comesana F.,51,63,1020,869,3,6,6,3,6,4,,,,,2,1,Completed,1.53,2.5,,,1.57,2.55,1.53,2.44,1.61,2.6
12,Rio de Janeiro,Rio Open,2/17/2026,ATP500,Outdoor,Clay,1st Round,3,Berrettini M.,Barrios M.,57,107,910,563,7,6,7,5,,,,,,,2,0,Completed,1.3,3.5,,,1.3,3.7,1.29,3.49,1.34,3.85
12,Rio de Janeiro,Rio Open,2/17/2026,ATP500,Outdoor,Clay,1st Round,3,Cerundolo J.M.,Darderi L.,78,21,706,1904,6,1,3,6,6,4,,,,,2,1,Completed,3.4,1.33,,,3.55,1.37,3.23,1.33,3.6,1.37
12,Rio de Janeiro,Rio Open,2/17/2026,ATP500,Outdoor,Clay,1st Round,3,Cerundolo F.,Navone M.,19,74,2220,750,6,3,6,4,,,,,,,2,0,Completed,1.4,3,,,1.44,3,1.4,2.87,1.44,3.2
12,Rio de Janeiro,Rio Open,2/17/2026,ATP500,Outdoor,Clay,1st Round,3,Fonseca J.,Monteiro T.,38,208,1190,290,7,6,6,1,,,,,,,2,0,Completed,1.29,3.75,,,1.33,3.75,1.3,3.44,1.32,4
12,Rio de Janeiro,Rio Open,2/17/2026,ATP500,Outdoor,Clay,1st Round,3,Dzumhur D.,Martinez P.,62,101,877,586,0,6,7,6,6,4,,,,,2,1,Completed,2.3,1.62,,,2.38,1.65,2.25,1.62,2.34,1.72
12,Rio de Janeiro,Rio Open,2/18/2026,ATP500,Outdoor,Clay,1st Round,3,Faria J.,Baez S.,147,32,425,1495,7,5,6,1,,,,,,,2,0,Completed,5,1.17,,,5,1.25,4.23,1.21,5.1,1.24
12,Rio de Janeiro,Rio Open,2/18/2026,ATP500,Outdoor,Clay,1st Round,3,Gaubas V.,Miguel L.,126,1593,490,3,6,3,2,6,6,2,,,,,2,1,Completed,1.1,7,,,1.11,8.5,1.09,7.13,1.09,10
12,Rio de Janeiro,Rio Open,2/18/2026,ATP500,Outdoor,Clay,2nd Round,3,Kopriva V.,Burruchaga R.,87,102,660,580,6,3,6,1,,,,,,,2,0,Completed,2.2,1.67,,,2.25,1.68,2.18,1.65,2.34,1.74
12,Rio de Janeiro,Rio Open,2/18/2026,ATP500,Outdoor,Clay,2nd Round,3,Cerundolo J.M.,Hanfmann Y.,78,90,706,653,6,4,6,7,6,4,,,,,2,1,Completed,1.8,2,,,1.91,2.01,1.81,1.95,1.97,2.02
12,Rio de Janeiro,Rio Open,2/18/2026,ATP500,Outdoor,Clay,2nd Round,3,Tirante T.A.,Cerundolo F.,92,19,647,2220,6,2,3,1,,,,,,,1,0,Retired,5,1.17,,,5,1.22,4.49,1.19,5.6,1.21
12,Rio de Janeiro,Rio Open,2/19/2026,ATP500,Outdoor,Clay,2nd Round,3,Tabilo A.,Passaro F.,68,163,808,376,4,6,7,6,6,2,,,,,2,1,Completed,1.4,3,,,1.55,3.2,1.45,2.7,1.47,3.1
12,Rio de Janeiro,Rio Open,2/19/2026,ATP500,Outdoor,Clay,2nd Round,3,Faria J.,Dzumhur D.,147,62,425,877,7,6,6,4,,,,,,,2,0,Completed,1.57,2.38,,,1.6,2.45,1.57,2.34,1.65,2.5
12,Rio de Janeiro,Rio Open,2/19/2026,ATP500,Outdoor,Clay,2nd Round,3,Etcheverry T.,Gaubas V.,51,126,1020,490,7,6,6,4,,,,,,,2,0,Completed,1.22,4.33,,,1.24,4.33,1.23,4.05,1.28,4.5
12,Rio de Janeiro,Rio Open,2/20/2026,ATP500,Outdoor,Clay,2nd Round,3,Buse I.,Fonseca J.,91,38,648,1190,5,7,6,3,6,4,,,,,2,1,Completed,4.5,1.2,,,4.5,1.25,4.08,1.23,4.7,1.26
12,Rio de Janeiro,Rio Open,2/20/2026,ATP500,Outdoor,Clay,2nd Round,3,Berrettini M.,Lajovic D.,57,129,910,485,3,6,6,4,6,2,,,,,2,1,Completed,1.33,3.4,,,1.37,3.5,1.34,3.21,1.38,3.55
12,Rio de Janeiro,Rio Open,2/20/2026,ATP500,Outdoor,Clay,Quarterfinals,3,Kopriva V.,Cerundolo J.M.,87,78,660,706,6,4,6,4,,,,,,,2,0,Completed,1.73,2.1,,,1.9,2.1,1.74,2.07,1.78,2.26
12,Rio de Janeiro,Rio Open,2/20/2026,ATP500,Outdoor,Clay,Quarterfinals,3,Etcheverry T.,Faria J.,51,147,1020,425,7,6,6,4,,,,,,,2,0,Completed,1.3,3.5,,,1.33,3.5,1.31,3.38,1.35,3.75
12,Rio de Janeiro,Rio Open,2/20/2026,ATP500,Outdoor,Clay,Quarterfinals,3,Buse I.,Berrettini M.,91,57,648,910,6,3,2,6,6,3,,,,,2,1,Completed,2.75,1.44,,,2.75,1.52,2.66,1.46,2.94,1.5
12,Rio de Janeiro,Rio Open,2/21/2026,ATP500,Outdoor,Clay,Quarterfinals,3,Tabilo A.,Tirante T.A.,68,92,808,647,7,6,6,7,6,1,,,,,2,1,Completed,1.57,2.38,,,1.65,2.5,1.56,2.36,1.65,2.48
12,Rio de Janeiro,Rio Open,2/22/2026,ATP500,Outdoor,Clay,Semifinals,3,Etcheverry T.,Kopriva V.,51,87,1020,660,4,6,7,6,7,6,,,,,2,1,Completed,1.53,2.5,,,1.58,2.5,1.53,2.46,1.56,2.72
12,Rio de Janeiro,Rio Open,2/22/2026,ATP500,Outdoor,Clay,Semifinals,3,Tabilo A.,Buse I.,68,91,808,648,6,3,6,3,,,,,,,2,0,Completed,1.62,2.3,,,1.68,2.33,1.64,2.23,1.7,2.4
12,Rio de Janeiro,Rio Open,2/22/2026,ATP500,Outdoor,Clay,The Final,3,Etcheverry T.,Tabilo A.,51,68,1020,808,3,6,7,6,6,4,,,,,2,1,Completed,2.63,1.5,,,2.75,1.5,2.61,1.48,2.78,1.55
13,Acapulco,Abierto Mexicano,2/24/2026,ATP500,Outdoor,Hard,1st Round,3,Kecmanovic M.,Schoolkate T.,84,108,685,556,6,2,6,2,,,,,,,2,0,Completed,1.29,3.75,,,1.3,3.75,1.3,3.48,1.33,3.9
13,Acapulco,Abierto Mexicano,2/24/2026,ATP500,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Altmaier D.,14,53,2470,961,7,5,6,3,,,,,,,2,0,Completed,1.13,6,,,1.15,6.5,1.13,5.77,1.16,6.8
13,Acapulco,Abierto Mexicano,2/24/2026,ATP500,Outdoor,Hard,1st Round,3,Nakashima B.,Ymer E.,29,190,1535,328,6,3,6,4,,,,,,,2,0,Completed,1.17,5,,,1.17,5.5,1.15,5.17,1.18,6
13,Acapulco,Abierto Mexicano,2/24/2026,ATP500,Outdoor,Hard,1st Round,3,Kypson P.,De Minaur A.,103,6,565,4235,6,1,6,7,7,6,,,,,2,1,Completed,10,1.06,,,10,1.07,8.81,1.06,11,1.09
13,Acapulco,Abierto Mexicano,2/24/2026,ATP500,Outdoor,Hard,1st Round,3,Vacherot V.,Wong C.,27,125,1591,515,4,6,6,3,6,2,,,,,2,1,Completed,1.44,2.75,,,1.45,2.8,1.43,2.74,1.5,2.96
13,Acapulco,Abierto Mexicano,2/24/2026,ATP500,Outdoor,Hard,1st Round,3,Kovacevic A.,Walton A.,75,87,746,669,7,6,7,6,,,,,,,2,0,Completed,1.67,2.2,,,1.68,2.25,1.67,2.17,1.72,2.36
13,Acapulco,Abierto Mexicano,2/24/2026,ATP500,Outdoor,Hard,1st Round,3,Jodar R.,Norrie C.,114,26,548,1603,6,3,6,2,,,,,,,2,0,Completed,2.2,1.67,,,2.3,1.75,2.21,1.64,2.5,1.64
13,Acapulco,Abierto Mexicano,2/25/2026,ATP500,Outdoor,Hard,1st Round,3,Svrcina D.,Duckworth J.,123,83,519,691,6,4,6,1,,,,,,,2,0,Completed,1.67,2.2,,,1.67,2.32,1.63,2.24,1.73,2.34
13,Acapulco,Abierto Mexicano,2/25/2026,ATP500,Outdoor,Hard,1st Round,3,Cobolli F.,Pacheco Mendez R.,20,218,2030,270,7,6,7,6,,,,,,,2,0,Completed,1.22,4.33,,,1.24,4.33,1.22,4.14,1.26,4.6
13,Acapulco,Abierto Mexicano,2/25/2026,ATP500,Outdoor,Hard,1st Round,3,Atmane T.,Dimitrov G.,63,44,858,1105,6,3,6,3,,,,,,,2,0,Completed,3,1.4,,,3,1.42,2.94,1.38,3.3,1.42
13,Acapulco,Abierto Mexicano,2/25/2026,ATP500,Outdoor,Hard,1st Round,3,Bellucci M.,Hijikata R.,110,115,553,547,7,6,6,3,,,,,,,2,0,Completed,2,1.8,,,2,1.82,1.99,1.79,2.08,1.89
13,Acapulco,Abierto Mexicano,2/25/2026,ATP500,Outdoor,Hard,1st Round,3,Zverev A.,Moutet C.,4,35,4555,1383,6,2,6,4,,,,,,,2,0,Completed,1.17,5,,,1.21,5,1.18,4.65,1.22,5.3
13,Acapulco,Abierto Mexicano,2/25/2026,ATP500,Outdoor,Hard,1st Round,3,Tiafoe F.,Borges N.,28,48,1590,1045,6,4,6,4,,,,,,,2,0,Completed,1.53,2.5,,,1.55,3.75,1.51,2.55,1.56,2.7
13,Acapulco,Abierto Mexicano,2/25/2026,ATP500,Outdoor,Hard,1st Round,3,Wu Y.,Ruud C.,142,12,434,2665,7,6,7,6,,,,,,,2,0,Completed,3,1.4,,,3.2,1.44,2.91,1.4,3.1,1.46
13,Acapulco,Abierto Mexicano,2/25/2026,ATP500,Outdoor,Hard,1st Round,3,Monfils G.,Dzumhur D.,170,60,360,877,6,4,7,6,,,,,,,2,0,Completed,1.57,2.38,,,1.6,2.4,1.56,2.36,1.64,2.56
13,Acapulco,Abierto Mexicano,2/25/2026,ATP500,Outdoor,Hard,1st Round,3,Shimabukuro S.,Mannarino A.,130,51,479,1025,6,3,6,4,,,,,,,2,0,Completed,2.1,1.73,,,2.16,1.73,2.08,1.71,2.02,1.95
13,Acapulco,Abierto Mexicano,2/26/2026,ATP500,Outdoor,Hard,2nd Round,3,Cobolli F.,Svrcina D.,20,123,2030,519,6,4,6,4,,,,,,,2,0,Completed,1.53,2.5,,,1.65,2.5,1.58,2.34,1.67,2.46
13,Acapulco,Abierto Mexicano,2/26/2026,ATP500,Outdoor,Hard,2nd Round,3,Atmane T.,Jodar R.,63,114,858,548,6,2,4,6,6,1,,,,,2,1,Completed,2.75,1.44,,,3,1.44,2.84,1.41,3.2,1.44
13,Acapulco,Abierto Mexicano,2/26/2026,ATP500,Outdoor,Hard,2nd Round,3,Kecmanovic M.,Zverev A.,84,4,685,4555,6,3,6,7,7,6,,,,,2,1,Completed,5,1.17,,,5,1.2,4.56,1.19,5.5,1.21
13,Acapulco,Abierto Mexicano,2/26/2026,ATP500,Outdoor,Hard,2nd Round,3,Nakashima B.,Kypson P.,29,103,1535,565,6,4,6,4,,,,,,,2,0,Completed,1.44,2.75,,,1.47,3,1.44,2.76,1.52,2.88
13,Acapulco,Abierto Mexicano,2/26/2026,ATP500,Outdoor,Hard,2nd Round,3,Wu Y.,Shimabukuro S.,142,130,434,479,6,3,7,6,,,,,,,2,0,Completed,1.3,3.5,,,1.33,3.5,1.31,3.41,1.37,3.6
13,Acapulco,Abierto Mexicano,2/26/2026,ATP500,Outdoor,Hard,2nd Round,3,Tiafoe F.,Kovacevic A.,28,75,1590,746,6,4,3,6,7,6,,,,,2,1,Completed,1.36,3.2,,,1.36,3.3,1.34,3.19,1.37,3.65
