WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
21,Rome,Internazionali BNL d'Italia,5/7/2026,WTA1000,Outdoor,Clay,2nd Round,3,Ostapenko J.,Ruse E.G.,36,67,1369,963,2,6,6,2,6,3,2,1,Completed,1.62,2.3,,,1.8,2.63,1.59,2.33,1.5,2.96
21,Rome,Internazionali BNL d'Italia,5/7/2026,WTA1000,Outdoor,Clay,2nd Round,3,Bencic B.,Andreescu B.,12,137,3090,564,6,4,6,1,"	",,2,0,Completed,1.25,4,,,1.29,4,1.25,3.78,1.28,4.3
21,Rome,Internazionali BNL d'Italia,5/7/2026,WTA1000,Outdoor,Clay,2nd Round,3,Townsend T.,Bouzkova M.,96,26,824,1651,6,3,7,5,,"	",2,0,Completed,1.8,2,,,1.85,2.1,1.79,1.98,1.8,2.24
21,Rome,Internazionali BNL d'Italia,5/7/2026,WTA1000,Outdoor,Clay,2nd Round,3,Sierra S.,Kalinina A.,72,93,924,833,6,2,6,3,"	",,2,0,Completed,3,1.4,,,3,1.44,2.81,1.41,3.05,1.47
21,Rome,Internazionali BNL d'Italia,5/7/2026,WTA1000,Outdoor,Clay,2nd Round,3,Jovic I.,Kessler M.,17,50,2235,1204,7,6,7,6,,"	",2,0,Completed,1.3,3.5,,,1.36,3.5,1.32,3.31,1.37,3.55
21,Rome,Internazionali BNL d'Italia,5/7/2026,WTA1000,Outdoor,Clay,2nd Round,3,Sabalenka A.,Krejcikova B.,1,53,10110,1156,6,2,6,3,"	",,2,0,Completed,1.05,11,,,1.06,13,1.05,10.08,1.08,13
21,Rome,Internazionali BNL d'Italia,5/8/2026,WTA1000,Outdoor,Clay,2nd Round,3,Eala A.,Wang Xin.,42,33,1285,1401,6,4,6,3,,"	",2,0,Completed,1.73,2.1,,,1.75,2.16,1.72,2.09,1.78,2.26
21,Rome,Internazionali BNL d'Italia,5/8/2026,WTA1000,Outdoor,Clay,2nd Round,3,Shnaider D.,Gibson T.,20,62,1946,1021,5,7,6,1,6,1,2,1,Completed,1.17,5,,,1.17,6.5,1.15,5.31,1.18,6.2
21,Rome,Internazionali BNL d'Italia,5/8/2026,WTA1000,Outdoor,Clay,2nd Round,3,Swiatek I.,McNally C.,3,63,6948,1018,6,1,6,7,6,3,2,1,Completed,1.1,7,,,1.1,7.5,1.09,6.98,1.13,7.8
21,Rome,Internazionali BNL d'Italia,5/8/2026,WTA1000,Outdoor,Clay,2nd Round,3,Samsonova L.,Li A.,21,29,1895,1435,6,4,6,3,"	",,2,0,Completed,1.67,2.2,,,1.73,2.2,1.7,2.12,1.95,2.04
21,Rome,Internazionali BNL d'Italia,5/8/2026,WTA1000,Outdoor,Clay,2nd Round,3,Potapova A.,Muchova K.,38,11,1355,3318,6,3,6,2,"	",,2,0,Completed,2.75,1.44,,,3,1.48,2.74,1.43,3.15,1.45
21,Rome,Internazionali BNL d'Italia,5/8/2026,WTA1000,Outdoor,Clay,2nd Round,3,Keys M.,Stearns P.,19,49,1946,1211,4,6,6,4,6,2,2,1,Completed,1.57,2.38,,,1.62,2.4,1.58,2.32,1.69,2.4
21,Rome,Internazionali BNL d'Italia,5/8/2026,WTA1000,Outdoor,Clay,2nd Round,3,Osaka N.,Lys E.,16,80,2341,901,6,4,4,6,6,3,2,1,Completed,1.29,3.75,,,1.3,3.75,1.29,3.48,1.32,3.95
21,Rome,Internazionali BNL d'Italia,5/8/2026,WTA1000,Outdoor,Clay,2nd Round,3,Pegula J.,Sonmez Z.,5,65,6136,998,6,4,6,0,"	",,2,0,Completed,1.2,4.5,,,1.22,4.5,1.21,4.27,1.23,5.2
21,Rome,Internazionali BNL d'Italia,5/8/2026,WTA1000,Outdoor,Clay,2nd Round,3,Siegemund L.,Alexandrova E.,46,14,1250,2669,6,4,6,7,6,1,2,1,Completed,2,1.8,,,2.03,2,1.96,1.81,2.12,1.87
21,Rome,Internazionali BNL d'Italia,5/8/2026,WTA1000,Outdoor,Clay,2nd Round,3,Baptiste H.,Waltert S.,25,91,1747,840,6,7,6,4,6,4,2,1,Completed,1.4,3,,,1.44,3,1.4,2.86,1.47,3.1
21,Rome,Internazionali BNL d'Italia,5/8/2026,WTA1000,Outdoor,Clay,2nd Round,3,Bartunkova N.,Grant T.C.,94,234,831,305,4,6,6,3,6,4,2,1,Completed,1.57,2.38,,,1.62,2.4,1.59,2.31,1.6,2.6
21,Rome,Internazionali BNL d'Italia,5/8/2026,WTA1000,Outdoor,Clay,2nd Round,3,Svitolina E.,Basiletti N.,10,427,3530,137,6,1,6,3,"	",,2,0,Completed,1.05,11,,,1.05,13,1.04,10.5,1.07,14.5
21,Rome,Internazionali BNL d'Italia,5/8/2026,WTA1000,Outdoor,Clay,2nd Round,3,Pliskova Ka.,Cristian J.,130,28,590,1437,6,7,7,6,6,4,2,1,Completed,1.73,2.1,,,1.75,2.14,1.72,2.09,1.92,2.08
21,Rome,Internazionali BNL d'Italia,5/8/2026,WTA1000,Outdoor,Clay,2nd Round,3,Masarova R.,Fernandez L.A.,160,23,479,1851,4,6,6,4,6,4,2,1,Completed,3,1.4,,,3,1.44,2.79,1.42,2.98,1.49
21,Rome,Internazionali BNL d'Italia,5/8/2026,WTA1000,Outdoor,Clay,2nd Round,3,Cocciaretto E.,Navarro E.,41,35,1290,1377,6,3,6,3,,"	",2,0,Completed,1.4,3,,,1.48,3,1.42,2.83,1.46,3.1
21,Rome,Internazionali BNL d'Italia,5/8/2026,WTA1000,Outdoor,Clay,2nd Round,3,Rybakina E.,Sakkari M.,2,47,8555,1238,6,4,6,1,,"	",2,0,Completed,1.1,7,,,1.12,8,1.1,6.56,1.12,8.6
21,Rome,Internazionali BNL d'Italia,5/9/2026,WTA1000,Outdoor,Clay,3rd Round,3,Gauff C.,Sierra S.,4,72,6749,924,5,7,6,0,6,4,2,1,Completed,1.08,8,,,1.09,8.5,1.08,7.58,1.1,10
21,Rome,Internazionali BNL d'Italia,5/9/2026,WTA1000,Outdoor,Clay,3rd Round,3,Noskova L.,Oliynykova O.,13,68,2999,940,6,1,6,3,,"	",2,0,Completed,1.3,3.5,,,1.3,3.75,1.28,3.54,1.32,3.9
21,Rome,Internazionali BNL d'Italia,5/9/2026,WTA1000,Outdoor,Clay,3rd Round,3,Mertens E.,Paolini J.,22,8,1858,3722,4,6,7,6,6,3,2,1,Completed,1.73,2.1,,,1.85,2.14,1.76,2.03,1.96,2.04
21,Rome,Internazionali BNL d'Italia,5/9/2026,WTA1000,Outdoor,Clay,3rd Round,3,Ostapenko J.,Zheng Q.,36,32,1369,1405,4,6,6,4,6,4,2,1,Completed,2.75,1.44,,,2.8,1.47,2.71,1.44,2.92,1.51
21,Rome,Internazionali BNL d'Italia,5/9/2026,WTA1000,Outdoor,Clay,3rd Round,3,Cirstea S.,Sabalenka A.,27,1,1595,10110,2,6,6,3,7,5,2,1,Completed,6,1.13,,,7,1.14,5.78,1.13,7,1.16
21,Rome,Internazionali BNL d'Italia,5/9/2026,WTA1000,Outdoor,Clay,3rd Round,3,Andreeva M.,Golubic V.,7,90,4181,854,6,1,4,6,6,0,2,1,Completed,1.04,13,,,1.04,19,1.03,12.56,1.05,18.5
21,Rome,Internazionali BNL d'Italia,5/9/2026,WTA1000,Outdoor,Clay,3rd Round,3,Jovic I.,Townsend T.,17,96,2235,824,7,5,6,2,,"	",2,0,Completed,1.73,2.1,,,1.78,2.1,1.73,2.06,1.79,2.24
21,Rome,Internazionali BNL d'Italia,5/9/2026,WTA1000,Outdoor,Clay,3rd Round,3,Kalinskaya A.,Bencic B.,24,12,1758,3090,6,4,6,3,,"	",2,0,Completed,3.4,1.33,,,3.6,1.33,3.39,1.31,3.55,1.37
21,Rome,Internazionali BNL d'Italia,5/10/2026,WTA1000,Outdoor,Clay,3rd Round,3,Bartunkova N.,Keys M.,94,19,831,1946,6,3,1,6,6,4,2,1,Completed,3.4,1.33,,,3.5,1.34,3.27,1.33,3.65,1.37
21,Rome,Internazionali BNL d'Italia,5/10/2026,WTA1000,Outdoor,Clay,3rd Round,3,Svitolina E.,Baptiste H.,10,25,3530,1747,6,1,6,2,"	",,2,0,Completed,1.4,3,,,1.42,3,1.39,2.91,1.42,3.25
21,Rome,Internazionali BNL d'Italia,5/10/2026,WTA1000,Outdoor,Clay,3rd Round,3,Pegula J.,Masarova R.,5,160,6136,479,6,0,6,0,"	",,2,0,Completed,1.14,5.5,,,1.15,6,1.14,5.5,1.17,6.4
21,Rome,Internazionali BNL d'Italia,5/10/2026,WTA1000,Outdoor,Clay,3rd Round,3,Potapova A.,Samsonova L.,38,21,1355,1895,6,3,6,2,,"	",2,0,Completed,1.5,2.63,,,1.55,2.63,1.52,2.47,1.6,2.66
21,Rome,Internazionali BNL d'Italia,5/10/2026,WTA1000,Outdoor,Clay,3rd Round,3,Osaka N.,Shnaider D.,16,20,2341,1946,6,1,6,2,"	",,2,0,Completed,1.91,1.91,,,1.96,1.91,1.91,1.85,2.04,1.93
21,Rome,Internazionali BNL d'Italia,5/10/2026,WTA1000,Outdoor,Clay,3rd Round,3,Rybakina E.,Eala A.,2,42,8555,1285,6,4,6,3,,"	",2,0,Completed,1.05,11,,,1.07,15,1.05,9.75,1.08,12.5
21,Rome,Internazionali BNL d'Italia,5/10/2026,WTA1000,Outdoor,Clay,3rd Round,3,Swiatek I.,Cocciaretto E.,3,41,6948,1290,6,1,6,0,,"	",2,0,Completed,1.1,7,,,1.13,7,1.1,6.45,1.15,7.2
21,Rome,Internazionali BNL d'Italia,5/10/2026,WTA1000,Outdoor,Clay,3rd Round,3,Pliskova Ka.,Siegemund L.,130,46,590,1250,6,1,6,4,,"	",2,0,Completed,1.8,2,,,1.81,2.04,1.78,1.99,1.87,2.1
21,Rome,Internazionali BNL d'Italia,5/11/2026,WTA1000,Outdoor,Clay,4th Round,3,Cirstea S.,Noskova L.,27,13,1595,2999,6,2,6,4,"	",,2,0,Completed,2,1.8,,,2.02,1.83,1.98,1.8,2.08,1.9
21,Rome,Internazionali BNL d'Italia,5/11/2026,WTA1000,Outdoor,Clay,4th Round,3,Gauff C.,Jovic I.,4,17,6749,2235,5,7,7,5,6,2,2,1,Completed,1.29,3.75,,,1.33,3.75,1.31,3.41,1.31,4.1
21,Rome,Internazionali BNL d'Italia,5/11/2026,WTA1000,Outdoor,Clay,4th Round,3,Ostapenko J.,Kalinskaya A.,36,24,1369,1758,6,1,6,2,,"	",2,0,Completed,1.8,2,,,1.8,2.06,1.76,2.01,1.85,2.16
21,Rome,Internazionali BNL d'Italia,5/11/2026,WTA1000,Outdoor,Clay,4th Round,3,Andreeva M.,Mertens E.,7,22,4181,1858,6,3,6,3,,"	",2,0,Completed,1.3,3.5,,,1.34,3.5,1.32,3.26,1.39,3.55
21,Rome,Internazionali BNL d'Italia,5/11/2026,WTA1000,Outdoor,Clay,4th Round,3,Svitolina E.,Bartunkova N.,10,94,3530,831,6,2,6,3,"	",,2,0,Completed,1.13,6,,,1.17,6,1.14,5.46,1.16,7
21,Rome,Internazionali BNL d'Italia,5/11/2026,WTA1000,Outdoor,Clay,4th Round,3,Pegula J.,Potapova A.,5,38,6136,1355,7,6,6,2,"	",,2,0,Completed,1.44,2.75,,,1.53,2.75,1.46,2.63,1.56,2.76
21,Rome,Internazionali BNL d'Italia,5/11/2026,WTA1000,Outdoor,Clay,4th Round,3,Swiatek I.,Osaka N.,3,16,6948,2341,6,2,6,1,,"	",2,0,Completed,1.29,3.75,,,1.33,3.75,1.29,3.48,1.35,3.75
21,Rome,Internazionali BNL d'Italia,5/11/2026,WTA1000,Outdoor,Clay,4th Round,3,Rybakina E.,Pliskova Ka.,2,130,8555,590,6,0,6,2,,"	",2,0,Completed,1.11,6.5,,,1.13,7.5,1.11,6.26,1.13,8.4
21,Rome,Internazionali BNL d'Italia,5/12/2026,WTA1000,Outdoor,Clay,Quarterfinals,3,Cirstea S.,Ostapenko J.,27,36,1595,1369,6,1,7,6,"	",,2,0,Completed,1.62,2.3,,,1.65,2.38,1.62,2.26,1.69,2.42
21,Rome,Internazionali BNL d'Italia,5/12/2026,WTA1000,Outdoor,Clay,Quarterfinals,3,Gauff C.,Andreeva M.,4,7,6749,4181,4,6,6,2,6,4,2,1,Completed,1.91,1.91,,,1.98,1.91,1.91,1.85,2.04,1.94
21,Rome,Internazionali BNL d'Italia,5/13/2026,WTA1000,Outdoor,Clay,Quarterfinals,3,Swiatek I.,Pegula J.,3,5,6948,6136,6,1,6,2,,"	",2,0,Completed,1.36,3.2,,,1.4,3.25,1.37,3.01,1.41,3.4
21,Rome,Internazionali BNL d'Italia,5/13/2026,WTA1000,Outdoor,Clay,Quarterfinals,3,Svitolina E.,Rybakina E.,10,2,3530,8555,2,6,6,4,6,4,2,1,Completed,3,1.4,,,3.1,1.4,2.96,1.38,3.25,1.42
21,Rome,Internazionali BNL d'Italia,5/14/2026,WTA1000,Outdoor,Clay,Semifinals,3,Gauff C.,Cirstea S.,4,27,6749,1595,6,4,6,3,,"	",2,0,Completed,1.4,3,,,1.48,3,1.42,2.81,1.48,3.05
21,Rome,Internazionali BNL d'Italia,5/14/2026,WTA1000,Outdoor,Clay,Semifinals,3,Svitolina E.,Swiatek I.,10,3,3530,6948,6,4,2,6,6,2,2,1,Completed,4,1.25,,,4,1.29,3.8,1.25,4.5,1.28
21,Rome,Internazionali BNL d'Italia,5/16/2026,WTA1000,Outdoor,Clay,The Final,3,Svitolina E.,Gauff C.,10,4,3530,6749,6,4,6,7,6,2,2,1,Completed,2.3,1.62,,,2.3,1.7,2.2,1.65,2.36,1.72
22,Rabat,Morocco Open,5/18/2026,WTA250,Outdoor,Clay,1st Round,3,Teichmann J.,Grabher J.,207,123,352,661,6,4,7,6,"	",,2,0,Completed,2,1.8,,,2.12,1.8,2.05,1.73,2.26,1.77
22,Rabat,Morocco Open,5/18/2026,WTA250,Outdoor,Clay,1st Round,3,Udvardy P.,Vandewinkel H.,68,102,951,790,6,4,6,2,,"	",2,0,Completed,1.73,2.1,,,1.83,2.18,1.72,2.06,1.78,2.28
22,Rabat,Morocco Open,5/18/2026,WTA250,Outdoor,Clay,1st Round,3,Kalinina A.,Waltert S.,84,93,873,856,6,3,6,4,,"	",2,0,Completed,1.44,2.75,,,1.5,2.75,1.45,2.66,1.52,2.84
22,Rabat,Morocco Open,5/18/2026,WTA250,Outdoor,Clay,1st Round,3,Marcinko P.,Zvonareva V.,76,326,917,201,6,2,6,4,"	",,2,0,Completed,1.53,2.5,,,1.53,2.63,1.5,2.54,1.52,2.84
22,Rabat,Morocco Open,5/18/2026,WTA250,Outdoor,Clay,1st Round,3,Parks A.,Uchijima M.,80,110,902,707,6,2,6,4,"	",,2,0,Completed,2.75,1.44,,,2.75,1.5,2.61,1.46,2.76,1.55
22,Rabat,Morocco Open,5/18/2026,WTA250,Outdoor,Clay,1st Round,3,Ferro F.,Kovinic D.,200,N/A,370,N/A,6,2,6,3,"	",,2,0,Completed,1.11,6.5,,,1.14,7,1.1,6.44,1.11,8.6
22,Rabat,Morocco Open,5/18/2026,WTA250,Outdoor,Clay,1st Round,3,Bondar A.,Hercog P.,58,217,1023,333,1,1,,"	",,,0,0,Retired,1.25,4,,,1.25,4.1,1.23,3.96,1.26,4.5
22,Rabat,Morocco Open,5/19/2026,WTA250,Outdoor,Clay,1st Round,3,Kotliar Y.,Jones F.,528,105,100,736,2,6,6,3,6,4,2,1,Completed,9,1.07,,,9,1.08,7.84,1.07,10,1.11
22,Rabat,Morocco Open,5/19/2026,WTA250,Outdoor,Clay,1st Round,3,Nahimana S.,Tomljanovic A.,231,90,309,857,6,3,7,5,"	",,2,0,Completed,4.33,1.22,,,4.33,1.25,4.06,1.23,4.8,1.25
22,Rabat,Morocco Open,5/19/2026,WTA250,Outdoor,Clay,1st Round,3,Tjen J.,Hennemann C.W.,41,292,1292,234,6,1,7,5,"	",,2,0,Completed,1.5,2.63,,,1.5,2.75,1.45,2.68,1.49,3
22,Rabat,Morocco Open,5/19/2026,WTA250,Outdoor,Clay,1st Round,3,Kabbaj Y.,Cengiz B.,334,429,195,136,7,6,6,3,"	",,2,0,Completed,2.75,1.44,,,2.8,1.53,2.6,1.47,2.64,1.6
22,Rabat,Morocco Open,5/19/2026,WTA250,Outdoor,Clay,1st Round,3,Bouzas Maneiro J.,Zaar L.,51,335,1200,195,6,0,7,5,,"	",2,0,Completed,1.3,3.5,,,1.3,3.75,1.28,3.57,1.33,4
22,Rabat,Morocco Open,5/19/2026,WTA250,Outdoor,Clay,1st Round,3,Osorio M.,Martincova T.,77,250,912,287,6,0,6,4,,"	",2,0,Completed,1.17,5,,,1.17,6,1.14,5.4,1.16,6.8
22,Rabat,Morocco Open,5/19/2026,WTA250,Outdoor,Clay,1st Round,3,Maria T.,El Jardi D.,52,1023,1111,19,6,2,6,4,,"	",2,0,Completed,1.01,21,,,1.02,21,1.01,16.91,1.02,26
22,Rabat,Morocco Open,5/19/2026,WTA250,Outdoor,Clay,1st Round,3,Starodubtseva Y.,Fita Boluda A.,54,192,1078,383,6,4,6,2,"	",,2,0,Completed,1.22,4.33,,,1.22,4.75,1.19,4.42,1.23,5
22,Rabat,Morocco Open,5/19/2026,WTA250,Outdoor,Clay,1st Round,3,Arango E.,Seidel E.,98,97,813,818,6,3,4,6,6,1,2,1,Completed,2.1,1.73,,,2.12,1.8,2.05,1.74,2.16,1.84
22,Rabat,Morocco Open,5/20/2026,WTA250,Outdoor,Clay,2nd Round,3,Bouzas Maneiro J.,Ferro F.,51,200,1200,370,2,6,7,6,6,3,2,1,Completed,1.62,2.3,,,1.63,2.38,1.59,2.29,1.68,2.44
22,Rabat,Morocco Open,5/20/2026,WTA250,Outdoor,Clay,2nd Round,3,Teichmann J.,Parks A.,207,80,352,902,6,3,6,4,,"	",2,0,Completed,2.1,1.73,,,2.1,1.8,2.04,1.74,2.12,1.87
22,Rabat,Morocco Open,5/20/2026,WTA250,Outdoor,Clay,2nd Round,3,Udvardy P.,Nahimana S.,68,231,951,309,6,4,6,1,,"	",2,0,Completed,1.25,4,,,1.26,4,1.24,3.88,1.26,4.7
22,Rabat,Morocco Open,5/20/2026,WTA250,Outdoor,Clay,2nd Round,3,Marcinko P.,Kotliar Y.,76,528,917,100,5,7,6,2,7,6,2,1,Completed,1.08,8,,,1.12,8,1.1,6.67,1.13,8.2
22,Rabat,Morocco Open,5/20/2026,WTA250,Outdoor,Clay,2nd Round,3,Kabbaj Y.,Maria T.,334,52,195,1111,6,2,6,4,"	",,2,0,Completed,4,1.25,,,4.1,1.57,3.72,1.28,4.1,1.3
22,Rabat,Morocco Open,5/20/2026,WTA250,Outdoor,Clay,2nd Round,3,Osorio M.,Tjen J.,77,41,912,1292,6,3,3,6,6,0,2,1,Completed,1.3,3.5,,,1.33,3.75,1.29,3.52,1.31,4.1
22,Rabat,Morocco Open,5/20/2026,WTA250,Outdoor,Clay,2nd Round,3,Bondar A.,Arango E.,58,98,1023,813,7,6,1,6,6,0,2,1,Completed,1.3,3.5,,,1.32,4,1.27,3.63,1.29,4.3
22,Rabat,Morocco Open,5/20/2026,WTA250,Outdoor,Clay,2nd Round,3,Kalinina A.,Starodubtseva Y.,84,54,873,1078,6,3,7,6,,"	",2,0,Completed,1.62,2.3,,,1.83,2.3,1.66,2.17,1.71,2.4
22,Rabat,Morocco Open,5/21/2026,WTA250,Outdoor,Clay,Quarterfinals,3,Udvardy P.,Osorio M.,68,77,951,912,7,5,6,3,,"	",2,0,Completed,3,1.4,,,3.25,1.4,3.05,1.36,3.3,1.42
22,Rabat,Morocco Open,5/21/2026,WTA250,Outdoor,Clay,Quarterfinals,3,Marcinko P.,Bouzas Maneiro J.,76,51,917,1200,6,3,6,4,"	",,2,0,Completed,2.38,1.57,,,2.38,1.67,2.28,1.6,2.36,1.71
22,Rabat,Morocco Open,5/21/2026,WTA250,Outdoor,Clay,Quarterfinals,3,Kalinina A.,Bondar A.,84,58,873,1023,6,4,7,5,"	",,2,0,Completed,1.8,2,,,1.8,2.18,1.75,2.03,1.81,2.2
22,Rabat,Morocco Open,5/21/2026,WTA250,Outdoor,Clay,Quarterfinals,3,Teichmann J.,Kabbaj Y.,207,334,352,195,6,1,5,7,7,6,2,1,Completed,1.2,4.5,,,1.25,4.5,1.22,4.1,1.26,4.7
22,Rabat,Morocco Open,5/22/2026,WTA250,Outdoor,Clay,Semifinals,3,Kalinina A.,Udvardy P.,84,68,873,951,6,0,6,3,,"	",2,0,Completed,1.4,3,,,1.41,3.1,1.38,2.93,1.44,3.15
22,Rabat,Morocco Open,5/22/2026,WTA250,Outdoor,Clay,Semifinals,3,Marcinko P.,Teichmann J.,76,207,917,352,7,6,6,3,,"	",2,0,Completed,1.44,2.75,,,1.53,2.75,1.45,2.68,1.5,2.94
22,Rabat,Morocco Open,5/23/2026,WTA250,Outdoor,Clay,The Final,3,Marcinko P.,Kalinina A.,76,84,917,873,6,2,3,0,,"	",1,0,Retired,3.2,1.36,,,3.2,1.4,3,1.37,3.35,1.41
23,Strasbourg,Internationaux de Strasbourg,5/17/2026,WTA500,Outdoor,Clay,1st Round,3,Li A.,Joint M.,30,34,1460,1370,6,1,6,2,,"	",2,0,Completed,1.4,3,,,1.42,3,1.4,2.87,1.44,3.15
23,Strasbourg,Internationaux de Strasbourg,5/17/2026,WTA500,Outdoor,Clay,1st Round,3,Stearns P.,Sakkari M.,92,48,856,1208,6,3,6,1,,"	",2,0,Completed,2,1.8,,,2,2,1.92,1.85,2.06,1.89
23,Strasbourg,Internationaux de Strasbourg,5/17/2026,WTA500,Outdoor,Clay,1st Round,3,Navarro E.,Bejlek S.,39,35,1327,1369,6,1,6,4,,"	",2,0,Completed,2.3,1.62,,,2.3,1.73,2.18,1.66,2.32,1.74
23,Strasbourg,Internationaux de Strasbourg,5/17/2026,WTA500,Outdoor,Clay,1st Round,3,Boisson L.,Wang Xin.,50,32,1204,1401,6,3,7,6,,"	",2,0,Completed,2.2,1.67,,,2.25,1.68,2.17,1.66,2.22,1.79
23,Strasbourg,Internationaux de Strasbourg,5/17/2026,WTA500,Outdoor,Clay,1st Round,3,Fernandez L.A.,Jeanjean L.,24,124,1796,653,6,1,7,5,,"	",2,0,Completed,1.36,3.2,,,1.36,3.4,1.32,3.28,1.38,3.5
23,Strasbourg,Internationaux de Strasbourg,5/18/2026,WTA500,Outdoor,Clay,1st Round,3,Frech M.,Gibson T.,49,55,1208,1036,7,6,6,3,"	",,2,0,Completed,2,1.8,,,2.05,1.81,2,1.77,2.14,1.84
23,Strasbourg,Internationaux de Strasbourg,5/18/2026,WTA500,Outdoor,Clay,1st Round,3,Kasatkina D.,Samsonova L.,62,20,987,1950,7,5,6,3,"	",,2,0,Completed,1.8,2,,,1.81,2.02,1.78,1.98,1.9,2.08
23,Strasbourg,Internationaux de Strasbourg,5/18/2026,WTA500,Outdoor,Clay,1st Round,3,Cristian J.,Kessler M.,33,47,1382,1229,6,1,6,1,,"	",2,0,Completed,1.91,1.91,,,1.91,2.12,1.81,1.95,1.88,2.12
23,Strasbourg,Internationaux de Strasbourg,5/18/2026,WTA500,Outdoor,Clay,1st Round,3,Oliynykova O.,Eala A.,66,38,970,1340,3,6,7,5,6,3,2,1,Completed,1.8,2,,,1.84,2,1.8,1.97,1.84,2.14
23,Strasbourg,Internationaux de Strasbourg,5/18/2026,WTA500,Outdoor,Clay,1st Round,3,Bouzkova M.,Siniakova K.,27,36,1596,1362,7,6,6,3,"	",,2,0,Completed,2.3,1.62,,,2.3,1.72,2.17,1.66,2.28,1.75
23,Strasbourg,Internationaux de Strasbourg,5/19/2026,WTA500,Outdoor,Clay,1st Round,3,Zhang S.,Bucsa C.,74,31,919,1406,2,6,7,6,7,5,2,1,Completed,2.2,1.67,,,2.4,1.67,2.3,1.59,2.52,1.63
23,Strasbourg,Internationaux de Strasbourg,5/19/2026,WTA500,Outdoor,Clay,1st Round,3,Parry D.,Raducanu E.,94,37,853,1360,6,4,7,6,"	",,2,0,Completed,1.91,1.91,,,1.95,1.91,1.89,1.87,1.97,2.02
23,Strasbourg,Internationaux de Strasbourg,5/19/2026,WTA500,Outdoor,Clay,2nd Round,3,Li A.,Alexandrova E.,30,14,1460,2679,4,6,6,4,6,3,2,1,Completed,1.8,2,,,1.83,2,1.8,1.97,1.85,2.16
23,Strasbourg,Internationaux de Strasbourg,5/19/2026,WTA500,Outdoor,Clay,2nd Round,3,Kasatkina D.,Stearns P.,62,92,987,856,6,1,6,3,,"	",2,0,Completed,1.8,2,,,2,2,1.86,1.9,1.94,2.04
23,Strasbourg,Internationaux de Strasbourg,5/19/2026,WTA500,Outdoor,Clay,2nd Round,3,Fernandez L.A.,Frech M.,24,49,1796,1208,6,4,3,6,6,4,2,1,Completed,1.4,3,,,1.4,3.1,1.37,3,1.43,3.2
23,Strasbourg,Internationaux de Strasbourg,5/19/2026,WTA500,Outdoor,Clay,2nd Round,3,Mboko V.,Boisson L.,9,50,3395,1204,6,4,6,3,"	",,2,0,Completed,1.4,3,,,1.4,3,1.38,2.92,1.44,3.2
23,Strasbourg,Internationaux de Strasbourg,5/20/2026,WTA500,Outdoor,Clay,2nd Round,3,Bouzkova M.,Oliynykova O.,27,66,1596,970,3,1,"	",,,,0,0,Retired,1.67,2.2,,,1.75,2.2,1.67,2.15,1.74,2.3
23,Strasbourg,Internationaux de Strasbourg,5/20/2026,WTA500,Outdoor,Clay,2nd Round,3,Cristian J.,Tauson C.,33,21,1382,1920,6,1,7,5,,"	",2,0,Completed,1.53,2.5,,,1.55,2.7,1.5,2.55,1.51,2.9
23,Strasbourg,Internationaux de Strasbourg,5/20/2026,WTA500,Outdoor,Clay,2nd Round,3,Zhang S.,Parry D.,74,94,919,853,6,2,7,5,"	",,2,0,Completed,2.38,1.57,,,2.54,1.57,2.44,1.53,2.56,1.62
23,Strasbourg,Internationaux de Strasbourg,5/20/2026,WTA500,Outdoor,Clay,2nd Round,3,Navarro E.,Jovic I.,39,17,1327,2306,6,4,4,6,6,1,2,1,Completed,2.75,1.44,,,2.9,1.44,2.82,1.41,3.1,1.46
23,Strasbourg,Internationaux de Strasbourg,5/21/2026,WTA500,Outdoor,Clay,Quarterfinals,3,Li A.,Bouzkova M.,30,27,1460,1596,6,3,7,5,,"	",2,0,Completed,2,1.8,,,2,1.85,1.96,1.81,2.08,1.91
23,Strasbourg,Internationaux de Strasbourg,5/21/2026,WTA500,Outdoor,Clay,Quarterfinals,3,Cristian J.,Kasatkina D.,33,62,1382,987,7,6,3,6,6,2,2,1,Completed,2.3,1.62,,,2.5,1.7,2.28,1.61,2.44,1.68
23,Strasbourg,Internationaux de Strasbourg,5/21/2026,WTA500,Outdoor,Clay,Quarterfinals,3,Navarro E.,Zhang S.,39,74,1327,919,2,6,7,6,6,2,2,1,Completed,1.3,3.5,,,1.34,3.5,1.31,3.37,1.35,3.75
23,Strasbourg,Internationaux de Strasbourg,5/21/2026,WTA500,Outdoor,Clay,Quarterfinals,3,Mboko V.,Fernandez L.A.,9,24,3395,1796,6,4,6,4,"	",,2,0,Completed,1.57,2.38,,,1.6,2.45,1.55,2.38,1.64,2.52
23,Strasbourg,Internationaux de Strasbourg,5/22/2026,WTA500,Outdoor,Clay,Semifinals,3,Navarro E.,Li A.,39,30,1327,1460,6,1,6,3,"	",,2,0,Completed,2.2,1.67,,,2.25,1.73,2.17,1.66,2.4,1.7
